4.0,274.1668044820854
4.01,273.4830967402348
4.02,272.80279052943825
4.03,272.12586052812446
4.04,271.4522816654311
4.05,270.78202911810905
4.06,270.1150783074733
4.07,269.4514048963984
4.08,268.7909847863582
4.09,268.133794114509
4.1,267.47980925081504
4.11,266.8290067952169
4.12,266.1813635748402
4.13,265.5368566412449
4.14,264.8954632677154
4.15,264.25716094658833
4.16,263.6219273866206
4.17,262.9897405103937
4.18,262.36057845175634
4.19,261.73441955330344
4.2,261.1112423638909
4.21,260.49102563618567
4.22,259.8737483242516
4.23,259.2593895811682
4.24,258.64792875668434
4.25,258.0393453949039
4.26,257.43361923200507
4.27,256.83073019399103
4.28,256.2306583944723
4.29,255.6333841324806
4.3,255.03888789031203
4.31,254.4471503314018
4.32,253.8581522982272
4.33,253.27187481024058
4.34,252.68829906182987
4.35,252.10740642030845
4.36,251.52917842393154
4.37,250.95359677994088
4.38,250.38064336263506
4.39,249.81030021146736
4.4,249.24254952916854
4.41,248.67737367989605
4.42,248.11475518740758
4.43,247.55467673325998
4.44,246.9971211550319
4.45,246.44207144457113
4.46,245.88951074626496
4.47,245.3394223553337
4.48,244.79178971614766
4.49,244.24659642056605
4.5,243.70382620629815
4.51,243.1634629552864
4.52,242.62549069211101
4.53,242.08989358241533
4.54,241.55665593135276
4.55,241.0257621820531
4.56,240.49719691411002
4.57,239.97094484208787
4.58,239.44699081404838
4.59,238.9253198100962
4.6,238.40591694094385
4.61,237.8887674464949
4.62,237.37385669444623
4.63,236.86117017890749
4.64,236.35069351903914
4.65,235.84241245770787
4.66,235.33631286015913
4.67,234.832380712707
4.68,234.33060212144053
4.69,233.83096331094703
4.7,233.33345062305142
4.71,232.83805051557147
4.72,232.34474956108932
4.73,231.85353444573815
4.74,231.36439196800455
4.75,230.8773090375456
4.76,230.39227267402137
4.77,229.90927000594166
4.78,229.4282882695275
4.79,228.94931480758697
4.8,228.47233706840453
4.81,227.99734260464484
4.82,227.52431907227003
4.83,227.0532542294703
4.84,226.58413593560778
4.85,226.11695215017355
4.86,225.6516909317575
4.87,225.18834043703114
4.88,224.72688891974212
4.89,224.26732472972222
4.9,223.80963631190642
4.91,223.3538122053649
4.92,222.89984104234586
4.93,222.44771154733098
4.94,221.9974125361015
4.95,221.54893291481648
4.96,221.10226167910113
4.97,220.65738791314723
4.98,220.2143007888236
4.99,219.7729895647979
5.0,219.33344358566833
5.01,218.89565228110612
5.02,218.4596051650083
5.03,218.02529183466035
5.04,217.59270196990906
5.05,217.16182533234488
5.06,216.73265176449442
5.07,216.305171189022
5.08,215.87937360794126
5.09,215.4552491018353
5.1,215.0327878290866
5.11,214.61198002511574
5.12,214.1928160016292
5.13,213.77528614587558
5.14,213.35938091991082
5.15,212.94509085987212
5.16,212.53240657525998
5.17,212.12131874822856
5.18,211.71181813288447
5.19,211.30389555459374
5.2,210.89754190929645
5.21,210.49274816282949
5.22,210.08950535025704
5.23,209.68780457520873
5.24,209.28763700922548
5.25,208.88899389111268
5.26,208.4918665263007
5.27,208.09624628621282
5.28,207.70212460764043
5.29,207.30949299212506
5.3,206.91834300534748
5.31,206.52866627652384
5.32,206.14045449780855
5.33,205.75369942370386
5.34,205.36839287047596
5.35,204.9845267155779
5.36,204.60209289707862
5.37,204.221083413099
5.38,203.8414903212531
5.39,203.4633057380968
5.4,203.08652183858177
5.41,202.711130855516
5.42,202.33712507902982
5.43,201.9644968560482
5.44,201.59323858976867
5.45,201.22334273914524
5.46,200.85480181837758
5.47,200.48760839640616
5.48,200.1217550964127
5.49,199.7572345953263
5.5,199.39403962333483
5.51,199.0321629634014
5.52,198.67159745078655
5.53,198.3123359725753
5.54,197.95437146720965
5.55,197.5976969240255
5.56,197.24230538279528
5.57,196.888189933275
5.58,196.53534371475655
5.59,196.18375991562462
5.6,195.83343177291817
5.61,195.4843525718969
5.62,195.13651564561238
